jarak,ketinggian
-375.4366344731697,-44449001066.90982
-375.9229513572023,-44621877409.04651
-376.40926824123494,-44795201418.46086
-376.89558512526753,-44968973674.0259
-377.3819020093001,-45143194754.614716
-377.8682188933327,-45317865239.1004
-378.35453577736536,-45492985706.35605
-378.84085266139795,-45668556735.254684
-379.32716954543054,-45844578904.66944
-379.8134864294631,-46021052793.47338
-380.2998033134958,-46197978980.5396
-380.78612019752836,-46375358044.741135
-381.27243708156095,-46553190564.9511
-381.75875396559354,-46731477120.04257
-382.2450708496262,-46910218288.88864
-382.7313877336588,-47089414650.36235
-383.21770461769137,-47269066783.33681
-383.70402150172396,-47449175266.68508
-384.19033838575655,-47629740679.28027
-384.6766552697892,-47810763599.99546
-385.1629721538218,-47992244607.7037
-385.6492890378544,-48174184281.27806
-386.13560592188696,-48356583199.59166
-386.6219228059196,-48539441941.51758
-387.1082396899522,-48722761085.92886
-387.5945565739848,-48906541211.698616
-388.0808734580174,-49090782897.6999
-388.56719034205,-49275486722.805824
-389.0535072260826,-49460653265.88945
-389.5398241101152,-49646283105.823845
-390.0261409941478,-49832376821.48212
-390.51245787818044,-50018934991.737335
-390.99877476221303,-50205958195.46256
-391.4850916462456,-50393447011.53089
-391.9714085302782,-50581402018.81541
-392.45772541431086,-50769823796.18921
-392.94404229834345,-50958712922.52532
-393.43035918237604,-51148069976.69687
-393.9166760664086,-51337895537.57691
-394.4029929504412,-51528190184.03854
-394.88930983447386,-51718954494.954865
-395.37562671850645,-51910189049.19888
-395.86194360253904,-52101894425.643745
-396.34826048657163,-52294071203.162506
-396.8345773706043,-52486719960.62827
-397.32089425463687,-52679841276.91409
-397.80721113866946,-52873435730.893036
-398.29352802270205,-53067503901.438194
-398.7798449067347,-53262046367.4227
-399.2661617907673,-53457063707.71956
-399.7524786747999,-53652556501.20188
-400.23879555883246,-53848525326.742744
-400.7251124428651,-54044970763.215256
-401.2114293268977,-54241893389.49243
-401.6977462109303,-54439293784.44741
-402.1840630949629,-54637172526.953255
-402.67037997899547,-54835530195.883026
-403.1566968630281,-55034367370.109856
-403.6430137470607,-55233684628.50675
-404.1293306310933,-55433482549.946846
-404.6156475151259,-55633761713.303185
-405.10196439915853,-55834522697.448906
-405.5882812831911,-56035766081.25701
-406.0745981672237,-56237492443.60063
-406.5609150512563,-56439702363.352844
-407.04723193528895,-56642396419.38673
-407.53354881932154,-56845575190.57533
-408.0198657033541,-57049239255.79174
-408.5061825873867,-57253389193.90908
-408.99249947141936,-57458025583.800415
-409.47881635545195,-57663149004.3388
-409.96513323948454,-57868760034.397316
-410.45145012351713,-58074859252.84905
-410.9377670075498,-58281447238.56712
-411.42408389158237,-58488524570.42454
-411.91040077561496,-58696091827.29444
-412.39671765964755,-58904149588.049866
-412.88303454368014,-59112698431.56391
-413.3693514277128,-59321738936.709694
-413.8556683117454,-59531271682.36022
-414.34198519577797,-59741297247.38864
-414.82830207981056,-59951816210.667984
-415.3146189638432,-60162829151.071365
-415.8009358478758,-60374336647.47184
-416.2872527319084,-60586339278.7425
-416.77356961594097,-60798837623.75641
-417.2598864999736,-61011832261.386696
-417.7462033840062,-61225323770.50636
-418.2325202680388,-61439312729.98854
-418.7188371520714,-61653799718.706314
-419.20515403610403,-61868785315.53276
-419.6914709201366,-62084270099.34094
-420.1777878041692,-62300254649.00392
-420.6641046882018,-62516739543.394806
-421.15042157223445,-62733725361.3867
-421.63673845626704,-62951212681.85265
-422.12305534029963,-63169202083.66573
-422.6093722243322,-63387694145.699036
-423.0956891083648,-63606689446.82563
-423.58200599239746,-63826188565.91864
-424.06832287643005,-64046192081.851105
-424.55463976046263,-64266700573.496086
-425.0409566444952,-64487714619.72671
-425.52727352852787,-64709234799.416046
-426.01359041256046,-64931261691.43714
-426.49990729659305,-65153795874.66312
-426.98622418062564,-65376837927.967
-427.4725410646583,-65600388430.22195
-427.9588579486909,-65824447960.30098
-428.44517483272347,-66049017097.07719
-428.93149171675606,-66274096419.423676
-429.4178086007887,-66499686506.21352
-429.9041254848213,-66725787936.31974
-430.3904423688539,-66952401288.61547
-430.8767592528865,-67179527141.9738
-431.36307613691906,-67407166075.267784
-431.8493930209517,-67635318667.37054
-432.3357099049843,-67863985497.15508
-432.8220267890169,-68093167143.49452
-433.3083436730495,-68322864185.26196
-433.7946605570821,-68553077201.33049
-434.2809774411147,-68783806770.5731
-434.7672943251473,-69015053471.86296
-435.2536112091799,-69246817884.07312
-435.73992809321254,-69479100586.07669
-436.22624497724513,-69711902156.7467
-436.7125618612777,-69945223174.95622
-437.1988787453103,-70179064219.5784
-437.68519562934296,-70413425869.4863
-438.17151251337555,-70648308703.55295
-438.65782939740814,-70883713300.65147
-439.1441462814407,-71119640239.65492
-439.6304631654734,-71356090099.43643
-440.11678004950596,-71593063458.86899
-440.60309693353855,-71830560896.82574
-441.08941381757114,-72068582992.17978
-441.57573070160373,-72307130323.80415
-442.0620475856364,-72546203470.57196
-442.54836446966897,-72785803011.35625
-443.03468135370156,-73025929525.03012
-443.52099823773415,-73266583590.46664
-444.0073151217668,-73507765786.53894
-444.4936320057994,-73749476692.12004
-444.979948889832,-73991716886.08304
-445.46626577386456,-74234486947.30103
-445.9525826578972,-74477787454.6471
-446.4388995419298,-74721618986.99426
-446.9252164259624,-74965982123.21567
-447.411533309995,-75210877442.18437
-447.8978501940276,-75456305522.77348
-448.3841670780602,-75702266943.85605
-448.8704839620928,-75948762284.30513
-449.3568008461254,-76195792122.99382
-449.84311773015804,-76443357038.79527
-450.32943461419063,-76691457610.58247
-450.8157514982232,-76940094417.22853
-451.3020683822558,-77189268037.60652
-451.7883852662884,-77438979050.58955
-452.27470215032105,-77689228035.0507
-452.76101903435364,-77940015569.86299
-453.2473359183862,-78191342233.89957
-453.7336528024188,-78443208606.03348
-454.21996968645146,-78695615265.13783
-454.70628657048405,-78948562790.08566
-455.19260345451664,-79202051759.75008
-455.67892033854923,-79456082753.00417
-456.1652372225819,-79710656348.72101
-456.65155410661447,-79965773125.77362
-457.13787099064706,-80221433663.03516
-457.62418787467965,-80477638539.3787
-458.1105047587123,-80734388333.67729
-458.5968216427449,-80991683624.80403
-459.0831385267775,-81249524991.63196
-459.56945541081006,-81507913013.0342
-460.05577229484265,-81766848267.88383
-460.5420891788753,-82026331335.05396
-461.0284060629079,-82286362793.41757
-461.5147229469405,-82546943221.84782
-462.00103983097307,-82808073199.21776
-462.4873567150057,-83069753304.40053
-462.9736735990383,-83331984116.26913
-463.4599904830709,-83594766213.69667
-463.9463073671035,-83858100175.55623
-464.43262425113613,-84121986580.72092
-464.9189411351687,-84386426008.06375
-465.4052580192013,-84651419036.45787
-465.8915749032339,-84916966244.77629
-466.37789178726655,-85183068211.8922
-466.86420867129914,-85449725516.67856
-467.3505255553317,-85716938738.0085
-467.8368424393643,-85984708454.75513
-468.32315932339696,-86253035245.7915
-468.80947620742955,-86521919689.99068
-469.29579309146214,-86791362366.22572
-469.78210997549473,-87061363853.36978
-470.2684268595273,-87331924730.29591
-470.75474374355997,-87603045575.8772
-471.24106062759256,-87874726968.98668
-471.72737751162515,-88146969488.49742
-472.21369439565774,-88419773713.28261
-472.7000112796904,-88693140222.21524
-473.186328163723,-88967069594.16841
-473.67264504775557,-89241562408.0152
-474.15896193178816,-89516619242.62868
-474.6452788158208,-89792240676.88197
-475.1315956998534,-90068427289.6481
-475.617912583886,-90345179659.80016
-476.10422946791857,-90622498366.21126
-476.5905463519512,-90900383987.75447
-477.0768632359838,-91178837103.30284
-477.5631801200164,-91457858291.72948
-478.049497004049,-91737448131.90746
-478.53581388808163,-92017607202.70987
-479.0221307721142,-92298336083.00975
-479.5084476561468,-92579635351.68022
-479.9947645401794,-92861505587.59438
-480.481081424212,-93143947369.62524
-480.96739830824464,-93426961276.64598
-481.45371519227723,-93710547887.52957
-481.9400320763098,-93994707781.14914
-482.4263489603424,-94279441536.37779
-482.91266584437506,-94564749732.0886
-483.39898272840765,-94850632947.1546
-483.88529961244024,-95137091760.44891
-484.3716164964728,-95424126750.84457
-484.8579333805055,-95711738497.21475
-485.34425026453806,-95999927578.43245
-485.83056714857065,-96288694573.37076
